n: 60
k_max: 5
N_max: 60
stop_mejoras: 500
coords:[
    1	45	53
    2	84	97
    3	66	92
    4	47	76
    5	13	62
    6	75	16
    7	87	99
    8	10	32
    9	29	84
    10	57	47
    11	14	89
    12	10	12
    13	64	37
    14	70	50
    15	64	19
    16	45	73
    17	83	88
    18	59	60
    19	44	84
    20	18	9
    21	5	2
    22	58	42
    23	26	48
    24	74	69
    25	40	77
    26	71	15
    27	33	55
    28	45	66
    29	51	71
    30	88	30
    31	45	10
    32	13	45
    33	67	97
    34	44	75
    35	40	49
    36	10	83
    37	63	58
    38	88	78
    39	36	17
    40	41	31
    41	85	71
    42	8	58
    43	33	74
    44	13	89
    45	70	89
    46	83	1
    47	31	68
    48	5	59
    49	48	29
    50	47	1
    51	24	1
    52	70	78
    53	40	45
    54	34	13
    55	36	66
    56	26	69
    57	72	11
    58	52	18
    59	3	86
    60	52	35
]
