task: 200
n: 4
raw: [
  10	4	28
  17	4	25
  14	4	25
  15	1	29
  11	10	39
  15	1	32
  16	7	38
  15	4	38
  12	4	27
  13	10	40
  11	7	38
  17	7	25
  19	2	24
  19	1	26
  11	1	35
  11	8	29
  16	1	30
  13	5	21
  19	9	39
  12	1	33
  15	8	33
  14	1	33
  17	7	36
  11	10	32
  13	5	26
  10	5	29
  20	1	34
  12	3	31
  13	9	33
  12	1	21
  18	8	24
  15	7	38
  14	3	33
  11	6	28
  12	9	21
  13	6	37
  10	7	34
  13	3	39
  19	1	23
  19	4	30
  13	5	30
  12	6	33
  12	6	29
  17	10	38
  17	4	35
  13	5	23
  18	4	24
  16	9	28
  19	6	31
  12	10	27
  11	10	21
  15	6	36
  19	9	39
  11	3	20
  18	6	30
  11	9	26
  12	6	28
  15	9	31
  18	7	24
  18	10	22
  12	1	29
  18	6	25
  19	1	40
  17	4	29
  11	5	36
  14	2	26
  15	1	28
  11	3	35
  12	3	30
  13	3	38
  11	4	21
  13	3	34
  17	7	37
  15	1	40
  12	1	37
  14	5	34
  16	5	20
  18	10	39
  12	6	33
  18	7	29
  17	10	27
  18	7	36
  12	8	39
  18	2	30
  18	3	25
  10	6	20
  19	2	35
  14	5	20
  12	7	20
  19	2	22
  15	5	30
  11	1	24
  19	3	24
  13	4	22
  19	1	29
  12	9	26
  19	7	22
  16	2	28
  11	9	31
  16	2	28
  19	3	36
  13	6	32
  19	2	26
  19	1	29
  12	8	30
  14	7	28
  12	6	35
  20	1	32
  10	2	23
  11	8	33
  16	2	21
  19	1	36
  13	3	33
  14	1	23
  17	5	24
  20	6	29
  15	3	30
  13	4	24
  10	3	27
  15	9	23
  17	7	23
  16	10	23
  18	2	38
  19	4	31
  16	2	37
  12	9	22
  10	6	21
  13	10	22
  14	1	36
  13	6	29
  11	3	34
  17	1	33
  11	10	39
  10	6	33
  18	8	27
  15	5	28
  12	2	26
  10	2	36
  17	6	21
  14	4	31
  11	4	37
  17	10	21
  13	2	35
  17	6	24
  14	3	39
  12	7	28
  19	4	37
  19	1	38
  14	1	21
  17	3	33
  14	8	25
  20	8	33
  15	6	34
  18	4	34
  18	7	28
  16	5	30
  17	4	36
  15	9	20
  15	9	38
  19	1	36
  19	2	36
  14	7	34
  14	5	28
  18	1	25
  12	1	37
  13	1	35
  15	2	34
  20	9	29
  18	7	24
  11	9	27
  12	3	31
  19	6	21
  14	2	35
  15	7	37
  10	6	27
  19	3	25
  17	1	40
  12	7	20
  18	9	34
  14	5	28
  13	1	27
  20	7	39
  15	8	38
  18	7	30
  20	1	31
  17	3	31
  16	9	35
  11	1	22
  19	1	34
  11	8	32
  14	4	27
  20	9	33
  15	8	29
  10	6	34
  10	1	30
  19	8	40
  19	9	22
  16	5	37
  11	8	34
  19	2	26
]
