n: 60
k_max: 5
N_max: 60
stop_mejoras: 500
coords:[
    1	37	45
    2	1	74
    3	29	60
    4	58	44
    5	64	71
    6	41	84
    7	71	41
    8	83	59
    9	42	26
    10	73	18
    11	5	15
    12	13	19
    13	49	59
    14	69	14
    15	88	47
    16	66	97
    17	2	69
    18	85	76
    19	44	10
    20	17	74
    21	51	89
    22	8	9
    23	1	45
    24	78	5
    25	36	9
    26	72	31
    27	71	68
    28	52	29
    29	52	48
    30	42	36
    31	3	33
    32	88	1
    33	43	83
    34	75	31
    35	13	18
    36	13	63
    37	87	24
    38	33	79
    39	57	10
    40	89	58
    41	16	34
    42	8	45
    43	70	89
    44	58	45
    45	41	88
    46	35	97
    47	67	8
    48	2	47
    49	31	32
    50	92	58
    51	85	86
    52	29	97
    53	14	70
    54	77	40
    55	37	78
    56	88	50
    57	36	46
    58	26	40
    59	21	30
    60	73	20
]
