n: 100
stop_mejoras: 500
coords:[
    1	57	66
    2	48	99
    3	91	82
    4	28	92
    5	56	47
    6	97	52
    7	10	53
    8	47	2
    9	77	70
    10	88	24
    11	75	27
    12	62	10
    13	64	29
    14	40	13
    15	84	60
    16	55	12
    17	89	14
    18	84	45
    19	57	88
    20	48	48
    21	15	30
    22	1	44
    23	89	33
    24	50	74
    25	87	17
    26	45	13
    27	73	42
    28	69	53
    29	71	41
    30	64	59
    31	19	63
    32	83	5
    33	84	88
    34	18	49
    35	44	31
    36	9	76
    37	37	16
    38	29	8
    39	78	85
    40	26	58
    41	51	75
    42	59	13
    43	45	41
    44	10	1
    45	66	88
    46	42	18
    47	10	83
    48	74	29
    49	52	31
    50	48	97
    51	58	58
    52	78	5
    53	89	3
    54	40	33
    55	71	69
    56	66	63
    57	36	67
    58	34	20
    59	45	72
    60	32	11
    61	52	13
    62	1	26
    63	9	70
    64	16	68
    65	86	36
    66	75	8
    67	41	86
    68	31	47
    69	53	45
    70	22	8
    71	92	32
    72	98	1
    73	97	83
    74	89	47
    75	97	74
    76	50	36
    77	37	12
    78	58	43
    79	45	88
    80	14	72
    81	77	79
    82	45	82
    83	40	14
    84	44	14
    85	22	3
    86	73	46
    87	20	30
    88	29	2
    89	16	20
    90	1	33
    91	18	35
    92	66	40
    93	44	95
    94	21	8
    95	58	30
    96	27	2
    97	66	85
    98	50	6
    99	24	71
    100	90	89
]
