n: 60
k_max: 5
N_max: 60
stop_mejoras: 500
coords:[
    1	57	55
    2	29	2
    3	14	71
    4	53	48
    5	1	89
    6	92	40
    7	62	70
    8	1	45
    9	56	58
    10	87	75
    11	64	77
    12	84	45
    13	13	44
    14	45	69
    15	84	66
    16	42	71
    17	30	83
    18	26	58
    19	17	71
    20	83	31
    21	59	75
    22	74	36
    23	32	51
    24	64	29
    25	74	88
    26	88	15
    27	59	49
    28	84	40
    29	73	18
    30	69	63
    31	33	12
    32	18	36
    33	89	8
    34	37	1
    35	5	41
    36	1	40
    37	3	45
    38	44	41
    39	68	9
    40	33	31
    41	97	50
    42	45	89
    43	72	10
    44	47	79
    45	45	86
    46	78	9
    47	26	88
    48	24	47
    49	32	36
    50	70	47
    51	8	70
    52	18	58
    53	67	13
    54	85	63
    55	13	77
    56	34	53
    57	42	8
    58	45	58
    59	2	52
    60	92	60
]
